id	source_verse	text	skip_space_after	exclude	id_range_end	source_verse_range_end
41006037019	41006037	купить				
41006037020	41006037	хлеба				
41006037021	41006037	динариев				
41006037022	41006037	на				
41006037023	41006037	двести				
41006037024	41006037	и				
41006037025	41006037	дать				
41006037026	41006037	им				
41006037027	41006037	есть	y			
41006037028	41006037	?		y		
41006038001	41006038	Но				
41006038002	41006038	Он				
41006038003	41006038	спросил				
41006038004	41006038	их	y			
41006038005	41006038	:		y		
41006038006	41006038	сколько				
41006038007	41006038	у				
41006038008	41006038	вас				
41006038009	41006038	хлебов	y			
41006038010	41006038	?		y		
41006038011	41006038	пойдите	y			
41006038012	41006038	,		y		
41006038013	41006038	посмотрите	y			
41006038014	41006038	.		y		
41006038015	41006038	Они	y			
41006038016	41006038	,		y		
41006038017	41006038	узнав	y			
41006038018	41006038	,		y		
41006038019	41006038	сказали	y			
41006038020	41006038	:		y		
41006038021	41006038	пять				
41006038022	41006038	хлебов				
41006038023	41006038	и				
41006038024	41006038	две				
41006038025	41006038	рыбы	y			
41006038026	41006038	.		y		
41006039001	41006039	Тогда				
41006039002	41006039	повелел				
41006039003	41006039	им				
41006039004	41006039	рассадить				
41006039005	41006039	всех				
41006039006	41006039	отделениями				
41006039007	41006039	на				
41006039008	41006039	зеленой				
41006039009	41006039	траве	y			
41006039010	41006039	.		y		
41006040001	41006040	И				
41006040002	41006040	сели				
41006040003	41006040	рядами	y			
41006040004	41006040	,		y		
41006040005	41006040	по				
41006040006	41006040	сто				
41006040007	41006040	и				
41006040008	41006040	по				
41006040009	41006040	пятидесяти	y			
41006040010	41006040	.		y		
41006041001	41006041	Он				
41006041002	41006041	взял				
41006041003	41006041	пять				
41006041004	41006041	хлебов				
41006041005	41006041	и				
41006041006	41006041	две				
41006041007	41006041	рыбы	y			
41006041008	41006041	,		y		
41006041009	41006041	воззрев				
41006041010	41006041	на				
41006041011	41006041	небо	y			
41006041012	41006041	,		y		
41006041013	41006041	благословил				
41006041014	41006041	и				
41006041015	41006041	преломил				
41006041016	41006041	хлебы				
41006041017	41006041	и				
41006041018	41006041	дал				
41006041019	41006041	ученикам				
41006041020	41006041	Своим	y			
41006041021	41006041	,		y		
41006041022	41006041	чтобы				
41006041023	41006041	они				
41006041024	41006041	раздали				
41006041025	41006041	им	y			
41006041026	41006041	;		y		
41006041027	41006041	и				
41006041028	41006041	две				
41006041029	41006041	рыбы				
41006041030	41006041	разделил				
41006041031	41006041	на				
41006041032	41006041	всех	y			
41006041033	41006041	.		y		
41006042001	41006042	И				
41006042002	41006042	ели				
41006042003	41006042	все	y			
41006042004	41006042	,		y		
41006042005	41006042	и				
41006042006	41006042	насытились	y			
41006042007	41006042	.		y		
41006043001	41006043	И				
41006043002	41006043	набрали				
41006043003	41006043	кусков				
41006043004	41006043	хлеба				
41006043005	41006043	и				
41006043006	41006043	остатков				
41006043007	41006043	от				
41006043008	41006043	рыб				
41006043009	41006043	двенадцать				
41006043010	41006043	полных				
41006043011	41006043	коробов	y			
41006043012	41006043	.		y		
41006044001	41006044	Было				
41006044002	41006044	же				
41006044003	41006044	евших				
41006044004	41006044	хлебы				
41006044005	41006044	около				
41006044006	41006044	пяти				
41006044007	41006044	тысяч				
41006044008	41006044	мужей	y			
41006044009	41006044	.		y		
41006045001	41006045	И				
41006045002	41006045	тотчас				
41006045003	41006045	понудил				
41006045004	41006045	учеников				
41006045005	41006045	Своих				
41006045006	41006045	войти				
41006045007	41006045	в				
41006045008	41006045	лодку				
41006045009	41006045	и				
41006045010	41006045	отправиться				
41006045011	41006045	вперед				
41006045012	41006045	на				
41006045013	41006045	другую				
41006045014	41006045	сторону				
41006045015	41006045	к				
41006045016	41006045	Вифсаиде	y			
41006045017	41006045	,		y		
41006045018	41006045	пока				
41006045019	41006045	Он				
41006045020	41006045	отпустит				
41006045021	41006045	народ	y			
41006045022	41006045	.		y		
41006046001	41006046	И	y			
41006046002	41006046	,		y		
41006046003	41006046	отпустив				
41006046004	41006046	их	y			
41006046005	41006046	,		y		
41006046006	41006046	пошел				
41006046007	41006046	на				
41006046008	41006046	гору				
41006046009	41006046	помолиться	y			
41006046010	41006046	.		y		
41006047001	41006047	Вечером				
41006047002	41006047	лодка				
41006047003	41006047	была				
41006047004	41006047	посреди				
41006047005	41006047	моря	y			
41006047006	41006047	,		y		
41006047007	41006047	а				
41006047008	41006047	Он				
41006047009	41006047	один				
41006047010	41006047	на				
41006047011	41006047	земле	y			
41006047012	41006047	.		y		
41006048001	41006048	И				
41006048002	41006048	увидел				
41006048003	41006048	их				
41006048004	41006048	бедствующих				
41006048005	41006048	в				
41006048006	41006048	плавании	y			
41006048007	41006048	,		y		
41006048008	41006048	потому				
41006048009	41006048	что				
41006048010	41006048	ветер				
41006048011	41006048	им				
41006048012	41006048	был				
41006048013	41006048	противный	y			
41006048014	41006048	;		y		
41006048015	41006048	около				
41006048016	41006048	же				
41006048017	41006048	четвертой				
41006048018	41006048	стражи				
41006048019	41006048	ночи				
41006048020	41006048	подошел				
41006048021	41006048	к				
41006048022	41006048	ним	y			
41006048023	41006048	,		y		
41006048024	41006048	идя				
41006048025	41006048	по				
41006048026	41006048	морю	y			
41006048027	41006048	,		y		
41006048028	41006048	и				
41006048029	41006048	хотел				
41006048030	41006048	миновать				
41006048031	41006048	их	y			
41006048032	41006048	.		y		
41006049001	41006049	Они	y			
41006049002	41006049	,		y		
41006049003	41006049	увидев				
41006049004	41006049	Его	y			
41006049005	41006049	,		y		
41006049006	41006049	идущего				
41006049007	41006049	по				
41006049008	41006049	морю	y			
41006049009	41006049	,		y		
41006049010	41006049	подумали	y			
41006049011	41006049	,		y		
41006049012	41006049	что				
41006049013	41006049	это				
41006049014	41006049	призрак	y			
41006049015	41006049	,		y		
41006049016	41006049	и				
41006049017	41006049	вскричали	y			
41006049018	41006049	.		y		
41006050001	41006050	Ибо				
41006050002	41006050	все				
41006050003	41006050	видели				
41006050004	41006050	Его				
41006050005	41006050	и				
41006050006	41006050	испугались	y			
41006050007	41006050	.		y		
41006050008	41006050	И				
41006050009	41006050	тотчас				
41006050010	41006050	заговорил				
41006050011	41006050	с				
41006050012	41006050	ними				
41006050013	41006050	и				
41006050014	41006050	сказал				
41006050015	41006050	им	y			
41006050016	41006050	:		y		
41006050017	41006050	ободритесь	y			
41006050018	41006050	;		y		
41006050019	41006050	это				
41006050020	41006050	Я	y			
41006050021	41006050	,		y		
41006050022	41006050	не				
41006050023	41006050	бойтесь	y			
41006050024	41006050	.		y		
41006051001	41006051	И				
41006051002	41006051	вошел				
41006051003	41006051	к				
41006051004	41006051	ним				
41006051005	41006051	в				
41006051006	41006051	лодку	y			
41006051007	41006051	,		y		
41006051008	41006051	и				
41006051009	41006051	ветер				
41006051010	41006051	утих	y			
41006051011	41006051	.		y		
41006051012	41006051	И				
41006051013	41006051	они				
41006051014	41006051	чрезвычайно				
41006051015	41006051	изумлялись				
41006051016	41006051	в				
41006051017	41006051	себе				
41006051018	41006051	и				
41006051019	41006051	дивились	y			
41006051020	41006051	,		y		
41006052001	41006052	ибо				
41006052002	41006052	не				
41006052003	41006052	вразумились				
41006052004	41006052	чудом				
41006052005	41006052	над				
41006052006	41006052	хлебами	y			
41006052007	41006052	,		y		
41006052008	41006052	потому				
41006052009	41006052	что				
41006052010	41006052	сердце				
41006052011	41006052	их				
41006052012	41006052	было				
41006052013	41006052	окаменено	y			
41006052014	41006052	.		y		
41006053001	41006053	И	y			
41006053002	41006053	,		y		
41006053003	41006053	переправившись	y			
41006053004	41006053	,		y		
41006053005	41006053	прибыли				
41006053006	41006053	в				
41006053007	41006053	землю				
41006053008	41006053	Геннисаретскую				
41006053009	41006053	и				
41006053010	41006053	пристали				
41006053011	41006053	к				
41006053012	41006053	берегу	y			
41006053013	41006053	.		y		
41006054001	41006054	Когда				
41006054002	41006054	вышли				
41006054003	41006054	они				
41006054004	41006054	из				
41006054005	41006054	лодки	y			
41006054006	41006054	,		y		
41006054007	41006054	тотчас				
41006054008	41006054	жители	y			
41006054009	41006054	,		y		
41006054010	41006054	узнав				
41006054011	41006054	Его	y			
41006054012	41006054	,		y		
41006055001	41006055	обежали				
41006055002	41006055	всю				
41006055003	41006055	окрестность				
41006055004	41006055	ту				
41006055005	41006055	и				
41006055006	41006055	начали				
41006055007	41006055	на				
41006055008	41006055	постелях				
41006055009	41006055	приносить				
41006055010	41006055	больных				
41006055011	41006055	туда	y			
41006055012	41006055	,		y		
41006055013	41006055	где				
41006055014	41006055	Он	y			
41006055015	41006055	,		y		
41006055016	41006055	как				
41006055017	41006055	слышно				
41006055018	41006055	было	y			
41006055019	41006055	,		y		
41006055020	41006055	находился	y			
41006055021	41006055	.		y		
41006056001	41006056	И				
41006056002	41006056	куда				
41006056003	41006056	ни				
41006056004	41006056	приходил				
41006056005	41006056	Он	y			
41006056006	41006056	,		y		
41006056007	41006056	в				
41006056008	41006056	селения				
41006056009	41006056	ли	y			
41006056010	41006056	,		y		
41006056011	41006056	в				
41006056012	41006056	города				
41006056013	41006056	ли	y			
41006056014	41006056	,		y		
41006056015	41006056	в				
41006056016	41006056	деревни				
41006056017	41006056	ли	y			
41006056018	41006056	,		y		
41006056019	41006056	клали				
41006056020	41006056	больных				
41006056021	41006056	на				
41006056022	41006056	открытых				
41006056023	41006056	местах				
41006056024	41006056	и				
41006056025	41006056	просили				
41006056026	41006056	Его	y			
41006056027	41006056	,		y		
41006056028	41006056	чтобы				
41006056029	41006056	им				
41006056030	41006056	прикоснуться				
41006056031	41006056	хотя				
41006056032	41006056	к				
41006056033	41006056	краю				
41006056034	41006056	одежды				
41006056035	41006056	Его	y			
41006056036	41006056	;		y		
41006056037	41006056	и				
41006056038	41006056	которые				
41006056039	41006056	прикасались				
41006056040	41006056	к				
41006056041	41006056	Нему	y			
41006056042	41006056	,		y		
41006056043	41006056	исцелялись	y			
41006056044	41006056	.		y		
41007001001	41007001	Собрались				
41007001002	41007001	к				
41007001003	41007001	Нему				
41007001004	41007001	фарисеи				
41007001005	41007001	и				
41007001006	41007001	некоторые				
41007001007	41007001	из				
41007001008	41007001	книжников	y			
41007001009	41007001	,		y		
41007001010	41007001	пришедшие				
41007001011	41007001	из				
41007001012	41007001	Иерусалима	y			
41007001013	41007001	,		y		
41007002001	41007002	и	y			
41007002002	41007002	,		y		
41007002003	41007002	увидев				
41007002004	41007002	некоторых				
41007002005	41007002	из				
41007002006	41007002	учеников				
41007002007	41007002	Его	y			
41007002008	41007002	,		y		
41007002009	41007002	евших				
41007002010	41007002	хлеб				
41007002011	41007002	нечистыми	y			
41007002012	41007002	,		y		
41007002013	41007002	то				
41007002014	41007002	есть				
41007002015	41007002	неумытыми	y			
41007002016	41007002	,		y		
41007002017	41007002	руками	y			
41007002018	41007002	,		y		
41007002019	41007002	укоряли	y			
41007002020	41007002	.		y		
41007003001	41007003	Ибо				
41007003002	41007003	фарисеи				
41007003003	41007003	и				
41007003004	41007003	все				
41007003005	41007003	Иудеи	y			
41007003006	41007003	,		y		
41007003007	41007003	держась				
41007003008	41007003	предания				
41007003009	41007003	старцев	y			
41007003010	41007003	,		y		
41007003011	41007003	не				
41007003012	41007003	едят	y			
41007003013	41007003	,		y		
41007003014	41007003	не				
41007003015	41007003	умыв				
41007003016	41007003	тщательно				
41007003017	41007003	рук	y			
41007003018	41007003	;		y		
41007004001	41007004	и	y			
41007004002	41007004	,		y		
41007004003	41007004	придя				
41007004004	41007004	с				
41007004005	41007004	торга	y			
41007004006	41007004	,		y		
41007004007	41007004	не				
41007004008	41007004	едят	y			
41007004009	41007004	,		y		
41007004010	41007004	не				
41007004011	41007004	омывшись	y			
41007004012	41007004	.		y		
41007004013	41007004	Есть				
41007004014	41007004	и				
41007004015	41007004	многое				
41007004016	41007004	другое	y			
41007004017	41007004	,		y		
41007004018	41007004	чего				
41007004019	41007004	они				
41007004020	41007004	приняли				
41007004021	41007004	держаться	y			
41007004022	41007004	:		y		
41007004023	41007004	наблюдать				
41007004024	41007004	омовение				
41007004025	41007004	чаш	y			
41007004026	41007004	,		y		
41007004027	41007004	кружек	y			
41007004028	41007004	,		y		
41007004029	41007004	котлов				
41007004030	41007004	и				
41007004031	41007004	скамей	y			
41007004032	41007004	.		y		
41007005001	41007005	Потом				
41007005002	41007005	спрашивают				
41007005003	41007005	Его				
41007005004	41007005	фарисеи				
41007005005	41007005	и				
41007005006	41007005	книжники	y			
41007005007	41007005	:		y		
41007005008	41007005	зачем				
41007005009	41007005	ученики				
41007005010	41007005	Твои				
41007005011	41007005	не				
41007005012	41007005	поступают				
41007005013	41007005	по				
41007005014	41007005	преданию				
41007005015	41007005	старцев	y			
41007005016	41007005	,		y		
41007005017	41007005	но				
41007005018	41007005	неумытыми				
41007005019	41007005	руками				
41007005020	41007005	едят				
41007005021	41007005	хлеб	y			
41007005022	41007005	?		y		
41007006001	41007006	Он				
41007006002	41007006	сказал				
41007006003	41007006	им				
41007006004	41007006	в				
41007006005	41007006	ответ	y			
41007006006	41007006	:		y		
41007006007	41007006	хорошо				
41007006008	41007006	пророчествовал				
41007006009	41007006	о				
41007006010	41007006	вас	y			
41007006011	41007006	,		y		
41007006012	41007006	лицемерах	y			
41007006013	41007006	,		y		
41007006014	41007006	Исаия	y			
41007006015	41007006	,		y		
41007006016	41007006	как				
41007006017	41007006	написано	y			
41007006018	41007006	:		y		
41007006019	41007006	«	y	y		
41007006020	41007006	люди				
41007006021	41007006	сии				
41007006022	41007006	чтут				
41007006023	41007006	Меня				
41007006024	41007006	устами	y			
41007006025	41007006	,		y		
41007006026	41007006	сердце				
41007006027	41007006	же				
41007006028	41007006	их				
41007006029	41007006	далеко				
41007006030	41007006	отстоит				
41007006031	41007006	от				
41007006032	41007006	Меня	y			
41007006033	41007006	,		y		
41007007001	41007007	но				
41007007002	41007007	тщетно				
41007007003	41007007	чтут				
41007007004	41007007	Меня	y			
41007007005	41007007	,		y		
41007007006	41007007	уча				
41007007007	41007007	учениям	y			
41007007008	41007007	,		y		
41007007009	41007007	заповедям				
41007007010	41007007	человеческим	y			
41007007011	41007007	»	y	y		
41007007012	41007007	.		y		
41007008001	41007008	Ибо				
41007008002	41007008	вы	y			
41007008003	41007008	,		y		
41007008004	41007008	оставив				
41007008005	41007008	заповедь				
41007008006	41007008	Божию	y			
41007008007	41007008	,		y		
41007008008	41007008	держитесь				
41007008009	41007008	предания				
41007008010	41007008	человеческого	y			
41007008011	41007008	,		y		
41007008012	41007008	омовения				
41007008013	41007008	кружек				
41007008014	41007008	и				
41007008015	41007008	чаш	y			
41007008016	41007008	,		y		
41007008017	41007008	и				
41007008018	41007008	делаете				
41007008019	41007008	многое				
41007008020	41007008	другое	y			
41007008021	41007008	,		y		
41007008022	41007008	сему				
41007008023	41007008	подобное	y			
41007008024	41007008	.		y		
41007009001	41007009	И				
41007009002	41007009	сказал				
41007009003	41007009	им	y			
41007009004	41007009	:		y		
41007009005	41007009	хорошо				
41007009006	41007009	ли	y			
41007009007	41007009	,		y		
41007009008	41007009	что				
41007009009	41007009	вы				
41007009010	41007009	отменяете				
41007009011	41007009	заповедь				
41007009012	41007009	Божию	y			
41007009013	41007009	,		y		
41007009014	41007009	чтобы				
41007009015	41007009	соблюсти				
41007009016	41007009	свое				
41007009017	41007009	предание	y			
41007009018	41007009	?		y		
41007010001	41007010	Ибо				
41007010002	41007010	Моисей				
41007010003	41007010	сказал	y			
41007010004	41007010	:		y		
41007010005	41007010	«	y	y		
41007010006	41007010	почитай				
41007010007	41007010	отца				
41007010008	41007010	своего				
41007010009	41007010	и				
41007010010	41007010	мать				
41007010011	41007010	свою	y			
41007010012	41007010	»	y	y		
41007010013	41007010	;		y		
41007010014	41007010	и	y			
41007010015	41007010	:		y		
41007010016	41007010	«	y	y		
41007010017	41007010	злословящий				
41007010018	41007010	отца				
41007010019	41007010	или				
41007010020	41007010	мать				
41007010021	41007010	смертью				
41007010022	41007010	да				
41007010023	41007010	умрет	y			
41007010024	41007010	»	y	y		
41007010025	41007010	.		y		
41007011001	41007011	А				
41007011002	41007011	вы				
41007011003	41007011	говорите	y			
41007011004	41007011	:		y		
41007011005	41007011	«	y	y		
41007011006	41007011	кто				
41007011007	41007011	скажет				
41007011008	41007011	отцу				
41007011009	41007011	или				
41007011010	41007011	матери	y			
41007011011	41007011	:		y		
41007011012	41007011	корван				
41007011013	41007011	(	y	y		
41007011014	41007011	то				
41007011015	41007011	есть	y			
41007011016	41007011	:		y		
41007011017	41007011	«	y	y		
41007011018	41007011	дар				
41007011019	41007011	Богу	y			
41007011020	41007011	»	y	y		
41007011021	41007011	)		y		
41007011022	41007011	то	y			
41007011023	41007011	,		y		
41007011024	41007011	чем				
41007011025	41007011	бы				
41007011026	41007011	ты				
41007011027	41007011	от				
41007011028	41007011	меня				
41007011029	41007011	пользовался	y			
41007011030	41007011	»	y	y		
41007011031	41007011	,		y		
41007012001	41007012	тому				
41007012002	41007012	вы				
41007012003	41007012	уже				
41007012004	41007012	попускаете				
41007012005	41007012	ничего				
41007012006	41007012	не				
41007012007	41007012	делать				
41007012008	41007012	для				
41007012009	41007012	отца				
41007012010	41007012	своего				
41007012011	41007012	или				
41007012012	41007012	матери				
41007012013	41007012	своей	y			
41007012014	41007012	,		y		
41007013001	41007013	устраняя				
41007013002	41007013	слово				
41007013003	41007013	Божие				
41007013004	41007013	преданием				
41007013005	41007013	вашим	y			
41007013006	41007013	,		y		
41007013007	41007013	которое				
41007013008	41007013	вы				
41007013009	41007013	установили	y			
41007013010	41007013	;		y		
41007013011	41007013	и				
41007013012	41007013	делаете				
41007013013	41007013	многое	y			
41007013014	41007013	,		y		
41007013015	41007013	сему				
41007013016	41007013	подобное	y			
41007013017	41007013	.		y		
41007014001	41007014	И	y			
41007014002	41007014	,		y		
41007014003	41007014	призвав				
41007014004	41007014	весь				
41007014005	41007014	народ	y			
41007014006	41007014	,		y		
41007014007	41007014	говорил				
41007014008	41007014	им	y			
41007014009	41007014	:		y		
41007014010	41007014	слушайте				
41007014011	41007014	Меня				
41007014012	41007014	все				
41007014013	41007014	и				
41007014014	41007014	разумейте	y			
41007014015	41007014	:		y		
41007015001	41007015	ничто	y			
41007015002	41007015	,		y		
41007015003	41007015	входящее				
41007015004	41007015	в				
41007015005	41007015	человека				
41007015006	41007015	извне	y			
41007015007	41007015	,		y		
41007015008	41007015	не				
41007015009	41007015	может				
41007015010	41007015	осквернить				
41007015011	41007015	его	y			
41007015012	41007015	;		y		
41007015013	41007015	но				
41007015014	41007015	что				
41007015015	41007015	исходит				
41007015016	41007015	из				
41007015017	41007015	него	y			
41007015018	41007015	,		y		
41007015019	41007015	то				
41007015020	41007015	оскверняет				
41007015021	41007015	человека	y			
41007015022	41007015	.		y		
41007016001	41007016	Если				
41007016002	41007016	кто				
41007016003	41007016	имеет				
41007016004	41007016	уши				
41007016005	41007016	слышать	y			
41007016006	41007016	,		y		
41007016007	41007016	да				
41007016008	41007016	слышит	y			
41007016009	41007016	!		y		
41007017001	41007017	И				
41007017002	41007017	когда				
41007017003	41007017	Он				
41007017004	41007017	от				
41007017005	41007017	народа				
41007017006	41007017	вошел				
41007017007	41007017	в				
41007017008	41007017	дом	y			
41007017009	41007017	,		y		
41007017010	41007017	ученики				
41007017011	41007017	Его				
41007017012	41007017	спросили				
41007017013	41007017	Его				
41007017014	41007017	о				
41007017015	41007017	притче	y			
41007017016	41007017	.		y		
41007018001	41007018	Он				
41007018002	41007018	сказал				
41007018003	41007018	им	y			
41007018004	41007018	:		y		
41007018005	41007018	неужели				
41007018006	41007018	и				
41007018007	41007018	вы				
41007018008	41007018	так				
41007018009	41007018	непонятливы	y			
41007018010	41007018	?		y		
41007018011	41007018	Неужели				
41007018012	41007018	не				
41007018013	41007018	разумеете	y			
41007018014	41007018	,		y		
41007018015	41007018	что				
41007018016	41007018	ничто	y			
41007018017	41007018	,		y		
41007018018	41007018	извне				
41007018019	41007018	входящее				
41007018020	41007018	в				
41007018021	41007018	человека	y			
41007018022	41007018	,		y		
41007018023	41007018	не				
41007018024	41007018	может				
41007018025	41007018	осквернить				
41007018026	41007018	его	y			
41007018027	41007018	?		y		
41007019001	41007019	Потому				
41007019002	41007019	что				
41007019003	41007019	не				
41007019004	41007019	в				
41007019005	41007019	сердце				
41007019006	41007019	его				
41007019007	41007019	входит	y			
41007019008	41007019	,		y		
41007019009	41007019	а				
41007019010	41007019	в				
41007019011	41007019	чрево	y			
41007019012	41007019	,		y		
41007019013	41007019	и				
41007019014	41007019	выходит				
41007019015	41007019	вон	y			
41007019016	41007019	,		y		
41007019017	41007019	чем				
41007019018	41007019	очищается				
41007019019	41007019	всякая				
41007019020	41007019	пища	y			
41007019021	41007019	.		y		
41007020001	41007020	Далее				
41007020002	41007020	сказал	y			
41007020003	41007020	:		y		
41007020004	41007020	исходящее				
41007020005	41007020	из				
41007020006	41007020	человека				
41007020007	41007020	оскверняет				
41007020008	41007020	человека	y			
41007020009	41007020	.		y		
41007021001	41007021	Ибо				
41007021002	41007021	извнутрь	y			
41007021003	41007021	,		y		
41007021004	41007021	из				
41007021005	41007021	сердца				
41007021006	41007021	человеческого	y			
41007021007	41007021	,		y		
41007021008	41007021	исходят				
41007021009	41007021	злые				
41007021010	41007021	помыслы	y			
41007021011	41007021	,		y		
41007021012	41007021	прелюбодеяния	y			
41007021013	41007021	,		y		
41007021014	41007021	любодеяния	y			
41007021015	41007021	,		y		
41007021016	41007021	убийства	y			
41007021017	41007021	,		y		
41007022001	41007022	кражи	y			
41007022002	41007022	,		y		
41007022003	41007022	лихоимство	y			
41007022004	41007022	,		y		
41007022005	41007022	злоба	y			
41007022006	41007022	,		y		
41007022007	41007022	коварство	y			
41007022008	41007022	,		y		
41007022009	41007022	непотребство	y			
41007022010	41007022	,		y		
41007022011	41007022	завистливое				
41007022012	41007022	око	y			
41007022013	41007022	,		y		
41007022014	41007022	богохульство	y			
41007022015	41007022	,		y		
41007022016	41007022	гордость	y			
41007022017	41007022	,		y		
41007022018	41007022	безумство	y			
41007022019	41007022	,		y		
41007022020	41007022	–		y		
41007023001	41007023	все				
41007023002	41007023	это				
41007023003	41007023	зло				
41007023004	41007023	извнутрь				
41007023005	41007023	исходит				
41007023006	41007023	и				
41007023007	41007023	оскверняет				
41007023008	41007023	человека	y			
41007023009	41007023	.		y		
41007024001	41007024	И	y			
41007024002	41007024	,		y		
41007024003	41007024	отправившись				
41007024004	41007024	оттуда	y			
41007024005	41007024	,		y		
41007024006	41007024	пришел				
41007024007	41007024	в				
41007024008	41007024	пределы				
41007024009	41007024	Тирские				
41007024010	41007024	и				
41007024011	41007024	Сидонские	y			
41007024012	41007024	;		y		
41007024013	41007024	и	y			
41007024014	41007024	,		y		
41007024015	41007024	войдя				
41007024016	41007024	в				
41007024017	41007024	дом	y			
41007024018	41007024	,		y		
41007024019	41007024	не				
41007024020	41007024	хотел	y			
41007024021	41007024	,		y		
41007024022	41007024	чтобы				
41007024023	41007024	кто				
41007024024	41007024	узнал	y			
41007024025	41007024	;		y		
41007024026	41007024	но				
41007024027	41007024	не				
41007024028	41007024	мог				
41007024029	41007024	утаиться	y			
41007024030	41007024	.		y		
41007025001	41007025	Ибо				
41007025002	41007025	услышала				
41007025003	41007025	о				
41007025004	41007025	Нем				
41007025005	41007025	женщина	y			
41007025006	41007025	,		y		
41007025007	41007025	у				
41007025008	41007025	которой				
41007025009	41007025	дочь				
41007025010	41007025	одержима				
41007025011	41007025	была				
41007025012	41007025	нечистым				
41007025013	41007025	духом	y			
41007025014	41007025	,		y		
41007025015	41007025	и	y			
41007025016	41007025	,		y		
41007025017	41007025	придя	y			
41007025018	41007025	,		y		
41007025019	41007025	припала				
41007025020	41007025	к				
41007025021	41007025	ногам				
41007025022	41007025	Его	y			
41007025023	41007025	;		y		
41007026001	41007026	а				
41007026002	41007026	женщина				
41007026003	41007026	та				
41007026004	41007026	была				
41007026005	41007026	язычница	y			
41007026006	41007026	,		y		
41007026007	41007026	родом				
41007026008	41007026	Сирофиникиянка	y			
41007026009	41007026	;		y		
41007026010	41007026	и				
41007026011	41007026	просила				
41007026012	41007026	Его	y			
41007026013	41007026	,		y		
41007026014	41007026	чтобы				
41007026015	41007026	изгнал				
41007026016	41007026	беса				
41007026017	41007026	из				
41007026018	41007026	ее				
41007026019	41007026	дочери	y			
41007026020	41007026	.		y		
41007027001	41007027	Но				
41007027002	41007027	Иисус				
41007027003	41007027	сказал				
41007027004	41007027	ей	y			
41007027005	41007027	:		y		
41007027006	41007027	дай				
41007027007	41007027	прежде				
41007027008	41007027	насытиться				
41007027009	41007027	детям	y			
41007027010	41007027	,		y		
41007027011	41007027	ибо				
41007027012	41007027	нехорошо				
41007027013	41007027	взять				
41007027014	41007027	хлеб				
41007027015	41007027	у				
41007027016	41007027	детей				
41007027017	41007027	и				
41007027018	41007027	бросить				
41007027019	41007027	псам	y			
41007027020	41007027	.		y		
41007028001	41007028	Она				
41007028002	41007028	же				
41007028003	41007028	сказала				
41007028004	41007028	Ему				
41007028005	41007028	в				
41007028006	41007028	ответ	y			
41007028007	41007028	:		y		
41007028008	41007028	так	y			
41007028009	41007028	,		y		
41007028010	41007028	Господи	y			
41007028011	41007028	;		y		
41007028012	41007028	но				
41007028013	41007028	и				
41007028014	41007028	псы				
41007028015	41007028	под				
41007028016	41007028	столом				
41007028017	41007028	едят				
41007028018	41007028	крохи				
41007028019	41007028	у				
41007028020	41007028	детей	y			
41007028021	41007028	.		y		
41007029001	41007029	И				
41007029002	41007029	сказал				
41007029003	41007029	ей	y			
41007029004	41007029	:		y		
41007029005	41007029	за				
41007029006	41007029	это				
41007029007	41007029	слово	y			
41007029008	41007029	,		y		
41007029009	41007029	пойди	y			
41007029010	41007029	;		y		
41007029011	41007029	бес				
41007029012	41007029	вышел				
41007029013	41007029	из				
41007029014	41007029	твоей				
41007029015	41007029	дочери	y			
41007029016	41007029	.		y		
41007030001	41007030	И	y			
41007030002	41007030	,		y		
41007030003	41007030	придя				
41007030004	41007030	в				
41007030005	41007030	свой				
41007030006	41007030	дом	y			
41007030007	41007030	,		y		
41007030008	41007030	она				
41007030009	41007030	нашла	y			
41007030010	41007030	,		y		
41007030011	41007030	что				
41007030012	41007030	бес				
41007030013	41007030	вышел				
41007030014	41007030	и				
41007030015	41007030	дочь				
41007030016	41007030	лежит				
41007030017	41007030	на				
41007030018	41007030	постели	y			
41007030019	41007030	.		y		
41007031001	41007031	Выйдя				
41007031002	41007031	из				
41007031003	41007031	пределов				
41007031004	41007031	Тирских				
41007031005	41007031	и				
41007031006	41007031	Сидонских	y			
41007031007	41007031	,		y		
41007031008	41007031	Иисус				
41007031009	41007031	опять				
41007031010	41007031	пошел				
41007031011	41007031	к				
41007031012	41007031	морю				
41007031013	41007031	Галилейскому				
41007031014	41007031	через				
41007031015	41007031	пределы				
41007031016	41007031	Десятиградия	y			
41007031017	41007031	.		y		
41007032001	41007032	Привели				
41007032002	41007032	к				
41007032003	41007032	Нему				
41007032004	41007032	глухого	y			
41007032005	41007032	,		y		
41007032006	41007032	косноязычного				
41007032007	41007032	и				
41007032008	41007032	просили				
41007032009	41007032	Его				
41007032010	41007032	возложить				
41007032011	41007032	на				
41007032012	41007032	него				
41007032013	41007032	руку	y			
41007032014	41007032	.		y		
41007033001	41007033	Иисус	y			
41007033002	41007033	,		y		
41007033003	41007033	отведя				
41007033004	41007033	его				
41007033005	41007033	в				
41007033006	41007033	сторону				
41007033007	41007033	от				
41007033008	41007033	народа	y			
41007033009	41007033	,		y		
41007033010	41007033	вложил				
41007033011	41007033	персты				
41007033012	41007033	Свои				
41007033013	41007033	в				
41007033014	41007033	уши				
41007033015	41007033	ему				
41007033016	41007033	и	y			
41007033017	41007033	,		y		
