id	source_verse	text	skip_space_after	exclude	id_range_end	source_verse_range_end
40001001001	40001001	Родословие				
40001001002	40001001	Иисуса				
40001001003	40001001	Христа	y			
40001001004	40001001	,		y		
40001001005	40001001	Сына				
40001001006	40001001	Давидова	y			
40001001007	40001001	,		y		
40001001008	40001001	Сына				
40001001009	40001001	Авраамова	y			
40001001010	40001001	.		y		
40001002001	40001002	Авраам				
40001002002	40001002	родил				
40001002003	40001002	Исаака	y			
40001002004	40001002	;		y		
40001002005	40001002	Исаак				
40001002006	40001002	родил				
40001002007	40001002	Иакова	y			
40001002008	40001002	;		y		
40001002009	40001002	Иаков				
40001002010	40001002	родил				
40001002011	40001002	Иуду				
40001002012	40001002	и				
40001002013	40001002	братьев				
40001002014	40001002	его	y			
40001002015	40001002	;		y		
40001003001	40001003	Иуда				
40001003002	40001003	родил				
40001003003	40001003	Фареса				
40001003004	40001003	и				
40001003005	40001003	Зару				
40001003006	40001003	от				
40001003007	40001003	Фамари	y			
40001003008	40001003	;		y		
40001003009	40001003	Фарес				
40001003010	40001003	родил				
40001003011	40001003	Есрома	y			
40001003012	40001003	;		y		
40001003013	40001003	Есром				
40001003014	40001003	родил				
40001003015	40001003	Арама	y			
40001003016	40001003	;		y		
40001004001	40001004	Арам				
40001004002	40001004	родил				
40001004003	40001004	Аминадава	y			
40001004004	40001004	;		y		
40001004005	40001004	Аминадав				
40001004006	40001004	родил				
40001004007	40001004	Наассона	y			
40001004008	40001004	;		y		
40001004009	40001004	Наассон				
40001004010	40001004	родил				
40001004011	40001004	Салмона	y			
40001004012	40001004	;		y		
40001005001	40001005	Салмон				
40001005002	40001005	родил				
40001005003	40001005	Вооза				
40001005004	40001005	от				
40001005005	40001005	Рахавы	y			
40001005006	40001005	;		y		
40001005007	40001005	Вооз				
40001005008	40001005	родил				
40001005009	40001005	Овида				
40001005010	40001005	от				
40001005011	40001005	Руфи	y			
40001005012	40001005	;		y		
40001005013	40001005	Овид				
40001005014	40001005	родил				
40001005015	40001005	Иессея	y			
40001005016	40001005	;		y		
40001006001	40001006	Иессей				
40001006002	40001006	родил				
40001006003	40001006	Давида				
40001006004	40001006	царя	y			
40001006005	40001006	.		y		
40001006006	40001006	Давид				
40001006007	40001006	царь				
40001006008	40001006	родил				
40001006009	40001006	Соломона				
40001006010	40001006	от				
40001006011	40001006	бывшей				
40001006012	40001006	за				
40001006013	40001006	Уриею	y			
40001006014	40001006	;		y		
40001007001	40001007	Соломон				
40001007002	40001007	родил				
40001007003	40001007	Ровоама	y			
40001007004	40001007	;		y		
40001007005	40001007	Ровоам				
40001007006	40001007	родил				
40001007007	40001007	Авию	y			
40001007008	40001007	;		y		
40001007009	40001007	Авия				
40001007010	40001007	родил				
40001007011	40001007	Асу	y			
40001007012	40001007	;		y		
40001008001	40001008	Аса				
40001008002	40001008	родил				
40001008003	40001008	Иосафата	y			
40001008004	40001008	;		y		
40001008005	40001008	Иосафат				
40001008006	40001008	родил				
40001008007	40001008	Иорама	y			
40001008008	40001008	;		y		
40001008009	40001008	Иорам				
40001008010	40001008	родил				
40001008011	40001008	Озию	y			
40001008012	40001008	;		y		
40001009001	40001009	Озия				
40001009002	40001009	родил				
40001009003	40001009	Иоафама	y			
40001009004	40001009	;		y		
40001009005	40001009	Иоафам				
40001009006	40001009	родил				
40001009007	40001009	Ахаза	y			
40001009008	40001009	;		y		
40001009009	40001009	Ахаз				
40001009010	40001009	родил				
40001009011	40001009	Езекию	y			
40001009012	40001009	;		y		
40001010001	40001010	Езекия				
40001010002	40001010	родил				
40001010003	40001010	Манассию	y			
40001010004	40001010	;		y		
40001010005	40001010	Манассия				
40001010006	40001010	родил				
40001010007	40001010	Амона				
40001010008	40001010	;		y		
40001010009	40001010	Амон				
40001010010	40001010	родил				
40001010011	40001010	Иосию	y			
40001010012	40001010	;		y		
40001011001	40001011	Иосия				
40001011002	40001011	родил				
40001011003	40001011	Иоакима	y			
40001011004	40001011	;		y		
40001011005	40001011	Иоаким				
40001011006	40001011	родил				
40001011007	40001011	Иехонию				
40001011008	40001011	и				
40001011009	40001011	братьев				
40001011010	40001011	его	y			
40001011011	40001011	,		y		
40001011012	40001011	перед				
40001011013	40001011	переселением				
40001011014	40001011	в				
40001011015	40001011	Вавилон	y			
40001011016	40001011	.		y		
40001012001	40001012	По				
40001012002	40001012	переселении				
40001012003	40001012	же				
40001012004	40001012	в				
40001012005	40001012	Вавилон	y			
40001012006	40001012	,		y		
40001012007	40001012	Иехония				
40001012008	40001012	родил				
40001012009	40001012	Салафииля	y			
40001012010	40001012	;		y		
40001012011	40001012	Салафииль				
40001012012	40001012	родил				
40001012013	40001012	Зоровавеля	y			
40001012014	40001012	;		y		
40001013001	40001013	Зоровавель				
40001013002	40001013	родил				
40001013003	40001013	Авиуда	y			
40001013004	40001013	;		y		
40001013005	40001013	Авиуд				
40001013006	40001013	родил				
40001013007	40001013	Елиакима	y			
40001013008	40001013	;		y		
40001013009	40001013	Елиаким				
40001013010	40001013	родил				
40001013011	40001013	Азора	y			
40001013012	40001013	;		y		
40001014001	40001014	Азор				
40001014002	40001014	родил				
40001014003	40001014	Садока	y			
40001014004	40001014	;		y		
40001014005	40001014	Садок				
40001014006	40001014	родил				
40001014007	40001014	Ахима	y			
40001014008	40001014	;		y		
40001014009	40001014	Ахим				
40001014010	40001014	родил				
40001014011	40001014	Елиуда	y			
40001014012	40001014	;		y		
40001015001	40001015	Елиуд				
40001015002	40001015	родил				
40001015003	40001015	Елеазара	y			
40001015004	40001015	;		y		
40001015005	40001015	Елеазар				
40001015006	40001015	родил				
40001015007	40001015	Матфана	y			
40001015008	40001015	;		y		
40001015009	40001015	Матфан				
40001015010	40001015	родил				
40001015011	40001015	Иакова	y			
40001015012	40001015	;		y		
40001016001	40001016	Иаков				
40001016002	40001016	родил				
40001016003	40001016	Иосифа	y			
40001016004	40001016	,		y		
40001016005	40001016	мужа				
40001016006	40001016	Марии	y			
40001016007	40001016	,		y		
40001016008	40001016	от				
40001016009	40001016	Которой				
40001016010	40001016	родился				
40001016011	40001016	Иисус	y			
40001016012	40001016	,		y		
40001016013	40001016	называемый				
40001016014	40001016	Христос	y			
40001016015	40001016	.		y		
40001017001	40001017	Итак	y			
40001017002	40001017	,		y		
40001017003	40001017	всех				
40001017004	40001017	родов				
40001017005	40001017	от				
40001017006	40001017	Авраама				
40001017007	40001017	до				
40001017008	40001017	Давида				
40001017009	40001017	четырнадцать				
40001017010	40001017	родов	y			
40001017011	40001017	;		y		
40001017012	40001017	и				
40001017013	40001017	от				
40001017014	40001017	Давида				
40001017015	40001017	до				
40001017016	40001017	переселения				
40001017017	40001017	в				
40001017018	40001017	Вавилон				
40001017019	40001017	четырнадцать				
40001017020	40001017	родов	y			
40001017021	40001017	;		y		
40001017022	40001017	и				
40001017023	40001017	от				
40001017024	40001017	переселения				
40001017025	40001017	в				
40001017026	40001017	Вавилон				
40001017027	40001017	до				
40001017028	40001017	Христа				
40001017029	40001017	четырнадцать				
40001017030	40001017	родов	y			
40001017031	40001017	.		y		
40001018001	40001018	Рождество				
40001018002	40001018	Иисуса				
40001018003	40001018	Христа				
40001018004	40001018	было				
40001018005	40001018	так	y			
40001018006	40001018	:		y		
40001018007	40001018	по				
40001018008	40001018	обручении				
40001018009	40001018	Матери				
40001018010	40001018	Его				
40001018011	40001018	Марии				
40001018012	40001018	с				
40001018013	40001018	Иосифом	y			
40001018014	40001018	,		y		
40001018015	40001018	прежде				
40001018016	40001018	нежели				
40001018017	40001018	сочетались				
40001018018	40001018	они	y			
40001018019	40001018	,		y		
40001018020	40001018	оказалось	y			
40001018021	40001018	,		y		
40001018022	40001018	что				
40001018023	40001018	Она				
40001018024	40001018	имеет				
40001018025	40001018	во				
40001018026	40001018	чреве				
40001018027	40001018	от				
40001018028	40001018	Духа				
40001018029	40001018	Святого	y			
40001018030	40001018	.		y		
40001019001	40001019	Иосиф				
40001019002	40001019	же	y			
40001019003	40001019	,		y		
40001019004	40001019	муж				
40001019005	40001019	Ее	y			
40001019006	40001019	,		y		
40001019007	40001019	будучи				
40001019008	40001019	праведен				
40001019009	40001019	и				
40001019010	40001019	не				
40001019011	40001019	желая				
40001019012	40001019	огласить				
40001019013	40001019	Ее	y			
40001019014	40001019	,		y		
40001019015	40001019	хотел				
40001019016	40001019	тайно				
40001019017	40001019	отпустить				
40001019018	40001019	Ее	y			
40001019019	40001019	.		y		
40001020001	40001020	Но				
40001020002	40001020	когда				
40001020003	40001020	он				
40001020004	40001020	помыслил				
40001020005	40001020	это	y			
40001020006	40001020	,		y		
40001020007	40001020	–		y		
40001020008	40001020	се	y			
40001020009	40001020	,		y		
40001020010	40001020	Ангел				
40001020011	40001020	Господень				
40001020012	40001020	явился				
40001020013	40001020	ему				
40001020014	40001020	во				
40001020015	40001020	сне				
40001020016	40001020	и				
40001020017	40001020	сказал	y			
40001020018	40001020	:		y		
40001020019	40001020	Иосиф	y			
40001020020	40001020	,		y		
40001020021	40001020	сын				
40001020022	40001020	Давидов	y			
40001020023	40001020	!		y		
40001020024	40001020	не				
40001020025	40001020	бойся				
40001020026	40001020	принять				
40001020027	40001020	Марию	y			
40001020028	40001020	,		y		
40001020029	40001020	жену				
40001020030	40001020	твою	y			
40001020031	40001020	,		y		
40001020032	40001020	ибо				
40001020033	40001020	родившееся				
40001020034	40001020	в				
40001020035	40001020	Ней				
40001020036	40001020	есть				
40001020037	40001020	от				
40001020038	40001020	Духа				
40001020039	40001020	Святого	y			
40001020040	40001020	;		y		
40001021001	40001021	родит				
40001021002	40001021	же				
40001021003	40001021	Сына	y			
40001021004	40001021	,		y		
40001021005	40001021	и				
40001021006	40001021	наречешь				
40001021007	40001021	Ему				
40001021008	40001021	имя				
40001021009	40001021	Иисус	y			
40001021010	40001021	,		y		
40001021011	40001021	ибо				
40001021012	40001021	Он				
40001021013	40001021	спасет				
40001021014	40001021	людей				
40001021015	40001021	Своих				
40001021016	40001021	от				
40001021017	40001021	грехов				
40001021018	40001021	их	y			
40001021019	40001021	.		y		
40001022001	40001022	А				
40001022002	40001022	все				
40001022003	40001022	сие				
40001022004	40001022	произошло	y			
40001022005	40001022	,		y		
40001022006	40001022	да				
40001022007	40001022	сбудется				
40001022008	40001022	реченное				
40001022009	40001022	Господом				
40001022010	40001022	через				
40001022011	40001022	пророка	y			
40001022012	40001022	,		y		
40001022013	40001022	который				
40001022014	40001022	говорит	y			
40001022015	40001022	:		y		
40001023001	40001023	«	y	y		
40001023002	40001023	се	y			
40001023003	40001023	,		y		
40001023004	40001023	Дева				
40001023005	40001023	во				
40001023006	40001023	чреве				
40001023007	40001023	приимет				
40001023008	40001023	и				
40001023009	40001023	родит				
40001023010	40001023	Сына	y			
40001023011	40001023	,		y		
40001023012	40001023	и				
40001023013	40001023	нарекут				
40001023014	40001023	имя				
40001023015	40001023	Ему				
40001023016	40001023	Еммануил	y			
40001023017	40001023	,		y		
40001023018	40001023	что				
40001023019	40001023	значит	y			
40001023020	40001023	:		y		
40001023021	40001023	с				
40001023022	40001023	нами				
40001023023	40001023	Бог	y			
40001023024	40001023	»	y	y		
40001023025	40001023	.		y		
40001024001	40001024	Встав				
40001024002	40001024	от				
40001024003	40001024	сна	y			
40001024004	40001024	,		y		
40001024005	40001024	Иосиф				
40001024006	40001024	поступил	y			
40001024007	40001024	,		y		
40001024008	40001024	как				
40001024009	40001024	повелел				
40001024010	40001024	ему				
40001024011	40001024	Ангел				
40001024012	40001024	Господень	y			
40001024013	40001024	,		y		
40001024014	40001024	и				
40001024015	40001024	принял				
40001024016	40001024	жену				
40001024017	40001024	свою	y			
40001024018	40001024	,		y		
40001025001	40001025	и				
40001025002	40001025	не				
40001025003	40001025	знал				
40001025004	40001025	Ее	y			
40001025005	40001025	,		y		
40001025006	40001025	как				
40001025007	40001025	наконец				
40001025008	40001025	Она				
40001025009	40001025	родила				
40001025010	40001025	Сына				
40001025011	40001025	Своего				
40001025012	40001025	первенца	y			
40001025013	40001025	,		y		
40001025014	40001025	и				
40001025015	40001025	он				
40001025016	40001025	нарек				
40001025017	40001025	Ему				
40001025018	40001025	имя				
40001025019	40001025	Иисус	y			
40001025020	40001025	.		y		
40002001001	40002001	Когда				
40002001002	40002001	же				
40002001003	40002001	Иисус				
40002001004	40002001	родился				
40002001005	40002001	в				
40002001006	40002001	Вифлееме				
40002001007	40002001	Иудейском				
40002001008	40002001	во				
40002001009	40002001	дни				
40002001010	40002001	царя				
40002001011	40002001	Ирода	y			
40002001012	40002001	,		y		
40002001013	40002001	пришли				
40002001014	40002001	в				
40002001015	40002001	Иерусалим				
40002001016	40002001	волхвы				
40002001017	40002001	с				
40002001018	40002001	востока				
40002001019	40002001	и				
40002001020	40002001	говорят	y			
40002001021	40002001	:		y		
40002002001	40002002	где				
40002002002	40002002	родившийся				
40002002003	40002002	Царь				
40002002004	40002002	Иудейский	y			
40002002005	40002002	?		y		
40002002006	40002002	ибо				
40002002007	40002002	мы				
40002002008	40002002	видели				
40002002009	40002002	звезду				
40002002010	40002002	Его				
40002002011	40002002	на				
40002002012	40002002	востоке				
40002002013	40002002	и				
40002002014	40002002	пришли				
40002002015	40002002	поклониться				
40002002016	40002002	Ему	y			
40002002017	40002002	.		y		
40002003001	40002003	Услышав				
40002003002	40002003	это	y			
40002003003	40002003	,		y		
40002003004	40002003	Ирод				
40002003005	40002003	царь				
40002003006	40002003	встревожился	y			
40002003007	40002003	,		y		
40002003008	40002003	и				
40002003009	40002003	весь				
40002003010	40002003	Иерусалим				
40002003011	40002003	с				
40002003012	40002003	ним	y			
40002003013	40002003	.		y		
40002004001	40002004	И	y			
40002004002	40002004	,		y		
40002004003	40002004	собрав				
40002004004	40002004	всех				
40002004005	40002004	первосвященников				
40002004006	40002004	и				
40002004007	40002004	книжников				
40002004008	40002004	народных	y			
40002004009	40002004	,		y		
40002004010	40002004	спрашивал				
40002004011	40002004	у				
40002004012	40002004	них	y			
40002004013	40002004	:		y		
40002004014	40002004	где				
40002004015	40002004	должно				
40002004016	40002004	родиться				
40002004017	40002004	Христу	y			
40002004018	40002004	?		y		
40002005001	40002005	Они				
40002005002	40002005	же				
40002005003	40002005	сказали				
40002005004	40002005	ему	y			
40002005005	40002005	:		y		
40002005006	40002005	в				
40002005007	40002005	Вифлееме				
40002005008	40002005	Иудейском	y			
40002005009	40002005	,		y		
40002005010	40002005	ибо				
40002005011	40002005	так				
40002005012	40002005	написано				
40002005013	40002005	через				
40002005014	40002005	пророка	y			
40002005015	40002005	:		y		
40002006001	40002006	«	y	y		
40002006002	40002006	и				
40002006003	40002006	ты	y			
40002006004	40002006	,		y		
40002006005	40002006	Вифлеем	y			
40002006006	40002006	,		y		
40002006007	40002006	земля				
40002006008	40002006	Иудина	y			
40002006009	40002006	,		y		
40002006010	40002006	ничем				
40002006011	40002006	не				
40002006012	40002006	меньше				
40002006013	40002006	воеводств				
40002006014	40002006	Иудиных	y			
40002006015	40002006	,		y		
40002006016	40002006	ибо				
40002006017	40002006	из				
40002006018	40002006	тебя				
40002006019	40002006	произойдет				
40002006020	40002006	Вождь	y			
40002006021	40002006	,		y		
40002006022	40002006	Который				
40002006023	40002006	упасет				
40002006024	40002006	народ				
40002006025	40002006	Мой	y			
40002006026	40002006	,		y		
40002006027	40002006	Израиля	y			
40002006028	40002006	»	y	y		
40002006029	40002006	.		y		
40002007001	40002007	Тогда				
40002007002	40002007	Ирод	y			
40002007003	40002007	,		y		
40002007004	40002007	тайно				
40002007005	40002007	призвав				
40002007006	40002007	волхвов	y			
40002007007	40002007	,		y		
40002007008	40002007	выведал				
40002007009	40002007	от				
40002007010	40002007	них				
40002007011	40002007	время				
40002007012	40002007	появления				
40002007013	40002007	звезды				
40002008001	40002008	и	y			
40002008002	40002008	,		y		
40002008003	40002008	послав				
40002008004	40002008	их				
40002008005	40002008	в				
40002008006	40002008	Вифлеем	y			
40002008007	40002008	,		y		
40002008008	40002008	сказал	y			
40002008009	40002008	:		y		
40002008010	40002008	пойдите	y			
40002008011	40002008	,		y		
40002008012	40002008	тщательно				
40002008013	40002008	разведайте				
40002008014	40002008	о				
40002008015	40002008	Младенце				
40002008016	40002008	и	y			
40002008017	40002008	,		y		
40002008018	40002008	когда				
40002008019	40002008	найдете	y			
40002008020	40002008	,		y		
40002008021	40002008	известите				
40002008022	40002008	меня	y			
40002008023	40002008	,		y		
40002008024	40002008	чтобы				
40002008025	40002008	и				
40002008026	40002008	мне				
40002008027	40002008	пойти				
40002008028	40002008	поклониться				
40002008029	40002008	Ему	y			
40002008030	40002008	.		y		
40002009001	40002009	Они	y			
40002009002	40002009	,		y		
40002009003	40002009	выслушав				
40002009004	40002009	царя	y			
40002009005	40002009	,		y		
40002009006	40002009	пошли	y			
40002009007	40002009	.		y		
40002009008	40002009	[	y	y		
40002009009	40002009	И	y	y		
40002009010	40002009	]		y		
40002009011	40002009	се	y			
40002009012	40002009	,		y		
40002009013	40002009	звезда	y			
40002009014	40002009	,		y		
40002009015	40002009	которую				
40002009016	40002009	видели				
40002009017	40002009	они				
40002009018	40002009	на				
40002009019	40002009	востоке	y			
40002009020	40002009	,		y		
40002009021	40002009	шла				
40002009022	40002009	перед				
40002009023	40002009	ними	y			
40002009024	40002009	,		y		
40002009025	40002009	как				
40002009026	40002009	наконец				
40002009027	40002009	пришла				
40002009028	40002009	и				
40002009029	40002009	остановилась				
40002009030	40002009	над				
40002009031	40002009	местом	y			
40002009032	40002009	,		y		
40002009033	40002009	где				
40002009034	40002009	был				
40002009035	40002009	Младенец	y			
40002009036	40002009	.		y		
40002010001	40002010	Увидев				
40002010002	40002010	же				
40002010003	40002010	звезду	y			
40002010004	40002010	,		y		
40002010005	40002010	они				
40002010006	40002010	возрадовались				
40002010007	40002010	радостью				
40002010008	40002010	весьма				
40002010009	40002010	великою	y			
40002010010	40002010	,		y		
40002011001	40002011	и	y			
40002011002	40002011	,		y		
40002011003	40002011	войдя				
40002011004	40002011	в				
40002011005	40002011	дом	y			
40002011006	40002011	,		y		
40002011007	40002011	увидели				
40002011008	40002011	Младенца				
40002011009	40002011	с				
40002011010	40002011	Мариею	y			
40002011011	40002011	,		y		
40002011012	40002011	Матерью				
40002011013	40002011	Его	y			
40002011014	40002011	,		y		
40002011015	40002011	и	y			
40002011016	40002011	,		y		
40002011017	40002011	пав	y			
40002011018	40002011	,		y		
40002011019	40002011	поклонились				
40002011020	40002011	Ему	y			
40002011021	40002011	;		y		
40002011022	40002011	и	y			
40002011023	40002011	,		y		
40002011024	40002011	открыв				
40002011025	40002011	сокровища				
40002011026	40002011	свои	y			
40002011027	40002011	,		y		
40002011028	40002011	принесли				
40002011029	40002011	Ему				
40002011030	40002011	дары	y			
40002011031	40002011	:		y		
40002011032	40002011	золото	y			
40002011033	40002011	,		y		
40002011034	40002011	ладан				
40002011035	40002011	и				
40002011036	40002011	смирну	y			
40002011037	40002011	.		y		
40002012001	40002012	И	y			
40002012002	40002012	,		y		
40002012003	40002012	получив				
40002012004	40002012	во				
40002012005	40002012	сне				
40002012006	40002012	откровение				
40002012007	40002012	не				
40002012008	40002012	возвращаться				
40002012009	40002012	к				
40002012010	40002012	Ироду	y			
40002012011	40002012	,		y		
40002012012	40002012	иным				
40002012013	40002012	путем				
40002012014	40002012	отошли				
40002012015	40002012	в				
40002012016	40002012	страну				
40002012017	40002012	свою	y			
40002012018	40002012	.		y		
40002013001	40002013	Когда				
40002013002	40002013	же				
40002013003	40002013	они				
40002013004	40002013	отошли	y			
40002013005	40002013	,		y		
40002013006	40002013	–		y		
40002013007	40002013	се	y			
40002013008	40002013	,		y		
40002013009	40002013	Ангел				
40002013010	40002013	Господень				
40002013011	40002013	является				
40002013012	40002013	во				
40002013013	40002013	сне				
40002013014	40002013	Иосифу				
40002013015	40002013	и				
40002013016	40002013	говорит	y			
40002013017	40002013	:		y		
40002013018	40002013	встань	y			
40002013019	40002013	,		y		
40002013020	40002013	возьми				
40002013021	40002013	Младенца				
40002013022	40002013	и				
40002013023	40002013	Матерь				
40002013024	40002013	Его				
40002013025	40002013	и				
40002013026	40002013	беги				
40002013027	40002013	в				
40002013028	40002013	Египет	y			
40002013029	40002013	,		y		
40002013030	40002013	и				
40002013031	40002013	будь				
40002013032	40002013	там	y			
40002013033	40002013	,		y		
40002013034	40002013	доколе				
40002013035	40002013	не				
40002013036	40002013	скажу				
40002013037	40002013	тебе	y			
40002013038	40002013	,		y		
40002013039	40002013	ибо				
40002013040	40002013	Ирод				
40002013041	40002013	хочет				
40002013042	40002013	искать				
40002013043	40002013	Младенца	y			
40002013044	40002013	,		y		
40002013045	40002013	чтобы				
40002013046	40002013	погубить				
40002013047	40002013	Его	y			
40002013048	40002013	.		y		
40002014001	40002014	Он				
40002014002	40002014	встал	y			
40002014003	40002014	,		y		
40002014004	40002014	взял				
40002014005	40002014	Младенца				
40002014006	40002014	и				
40002014007	40002014	Матерь				
40002014008	40002014	Его				
40002014009	40002014	ночью				
40002014010	40002014	и				
40002014011	40002014	пошел				
40002014012	40002014	в				
40002014013	40002014	Египет	y			
40002014014	40002014	,		y		
40002015001	40002015	и				
40002015002	40002015	там				
40002015003	40002015	был				
40002015004	40002015	до				
40002015005	40002015	смерти				
40002015006	40002015	Ирода	y			
40002015007	40002015	,		y		
40002015008	40002015	да				
40002015009	40002015	сбудется				
40002015010	40002015	реченное				
40002015011	40002015	Господом				
40002015012	40002015	через				
40002015013	40002015	пророка	y			
40002015014	40002015	,		y		
40002015015	40002015	который				
40002015016	40002015	говорит	y			
40002015017	40002015	:		y		
40002015018	40002015	«	y	y		
40002015019	40002015	из				
40002015020	40002015	Египта				
40002015021	40002015	воззвал				
40002015022	40002015	Я				
40002015023	40002015	Сына				
40002015024	40002015	Моего	y			
40002015025	40002015	»	y	y		
40002015026	40002015	.		y		
40002016001	40002016	Тогда				
40002016002	40002016	Ирод	y			
40002016003	40002016	,		y		
40002016004	40002016	увидев				
40002016005	40002016	себя				
40002016006	40002016	осмеянным				
40002016007	40002016	волхвами	y			
40002016008	40002016	,		y		
40002016009	40002016	весьма				
40002016010	40002016	разгневался				
40002016011	40002016	и				
40002016012	40002016	послал				
40002016013	40002016	избить				
40002016014	40002016	всех				
40002016015	40002016	младенцев				
40002016016	40002016	в				
40002016017	40002016	Вифлееме				
40002016018	40002016	и				
40002016019	40002016	во				
40002016020	40002016	всех				
40002016021	40002016	пределах				
40002016022	40002016	его	y			
40002016023	40002016	,		y		
40002016024	40002016	от				
40002016025	40002016	двух				
40002016026	40002016	лет				
40002016027	40002016	и				
40002016028	40002016	ниже	y			
40002016029	40002016	,		y		
40002016030	40002016	по				
40002016031	40002016	времени	y			
40002016032	40002016	,		y		
40002016033	40002016	которое				
40002016034	40002016	выведал				
40002016035	40002016	от				
40002016036	40002016	волхвов	y			
40002016037	40002016	.		y		
40002017001	40002017	Тогда				
40002017002	40002017	сбылось				
40002017003	40002017	реченное				
40002017004	40002017	через				
40002017005	40002017	пророка				
40002017006	40002017	Иеремию	y			
40002017007	40002017	,		y		
40002017008	40002017	который				
40002017009	40002017	говорит	y			
40002017010	40002017	:		y		
40002018001	40002018	«	y	y		
40002018002	40002018	глас				
40002018003	40002018	в				
40002018004	40002018	Раме				
40002018005	40002018	слышен	y			
40002018006	40002018	,		y		
40002018007	40002018	плач				
40002018008	40002018	и				
40002018009	40002018	рыдание				
40002018010	40002018	и				
40002018011	40002018	вопль				
40002018012	40002018	великий	y			
40002018013	40002018	;		y		
40002018014	40002018	Рахиль				
40002018015	40002018	плачет				
40002018016	40002018	о				
40002018017	40002018	детях				
40002018018	40002018	своих				
40002018019	40002018	и				
40002018020	40002018	не				
40002018021	40002018	хочет				
40002018022	40002018	утешиться	y			
40002018023	40002018	,		y		
40002018024	40002018	ибо				
40002018025	40002018	их				
40002018026	40002018	нет	y			
40002018027	40002018	»	y	y		
40002018028	40002018	.		y		
40002019001	40002019	По				
40002019002	40002019	смерти				
40002019003	40002019	же				
40002019004	40002019	Ирода	y			
40002019005	40002019	,		y		
40002019006	40002019	–		y		
40002019007	40002019	се	y			
40002019008	40002019	,		y		
40002019009	40002019	Ангел				
40002019010	40002019	Господень				
40002019011	40002019	во				
40002019012	40002019	сне				
40002019013	40002019	является				
40002019014	40002019	Иосифу				
40002019015	40002019	в				
40002019016	40002019	Египте				
40002020001	40002020	и				
40002020002	40002020	говорит	y			
40002020003	40002020	:		y		
40002020004	40002020	встань	y			
40002020005	40002020	,		y		
40002020006	40002020	возьми				
40002020007	40002020	Младенца				
40002020008	40002020	и				
40002020009	40002020	Матерь				
40002020010	40002020	Его				
40002020011	40002020	и				
40002020012	40002020	иди				
40002020013	40002020	в				
40002020014	40002020	землю				
40002020015	40002020	Израилеву	y			
40002020016	40002020	,		y		
40002020017	40002020	ибо				
40002020018	40002020	умерли				
40002020019	40002020	искавшие				
40002020020	40002020	души				
40002020021	40002020	Младенца	y			
40002020022	40002020	.		y		
40002021001	40002021	Он				
40002021002	40002021	встал	y			
40002021003	40002021	,		y		
40002021004	40002021	взял				
40002021005	40002021	Младенца				
40002021006	40002021	и				
40002021007	40002021	Матерь				
40002021008	40002021	Его				
40002021009	40002021	и				
40002021010	40002021	пришел				
40002021011	40002021	в				
40002021012	40002021	землю				
40002021013	40002021	Израилеву	y			
40002021014	40002021	.		y		
40002022001	40002022	Услышав				
40002022002	40002022	же	y			
40002022003	40002022	,		y		
40002022004	40002022	что				
40002022005	40002022	Архелай				
40002022006	40002022	царствует				
40002022007	40002022	в				
40002022008	40002022	Иудее				
40002022009	40002022	вместо				
40002022010	40002022	Ирода	y			
40002022011	40002022	,		y		
40002022012	40002022	отца				
40002022013	40002022	своего	y			
40002022014	40002022	,		y		
40002022015	40002022	убоялся				
40002022016	40002022	туда				
40002022017	40002022	идти	y			
40002022018	40002022	;		y		
40002022019	40002022	но	y			
40002022020	40002022	,		y		
40002022021	40002022	получив				
40002022022	40002022	во				
40002022023	40002022	сне				
40002022024	40002022	откровение	y			
40002022025	40002022	,		y		
40002022026	40002022	пошел				
40002022027	40002022	в				
40002022028	40002022	пределы				
40002022029	40002022	Галилейские				
40002023001	40002023	и	y			
40002023002	40002023	,		y		
40002023003	40002023	придя	y			
40002023004	40002023	,		y		
40002023005	40002023	поселился				
40002023006	40002023	в				
40002023007	40002023	городе	y			
40002023008	40002023	,		y		
40002023009	40002023	называемом				
40002023010	40002023	Назарет	y			
40002023011	40002023	,		y		
40002023012	40002023	да				
40002023013	40002023	сбудется				
40002023014	40002023	реченное				
40002023015	40002023	через				
40002023016	40002023	пророков	y			
40002023017	40002023	,		y		
40002023018	40002023	что				
40002023019	40002023	Он				
40002023020	40002023	Назореем				
40002023021	40002023	наречется	y			
40002023022	40002023	.		y		
40003001001	40003001	В				
40003001002	40003001	те				
40003001003	40003001	дни				
40003001004	40003001	приходит				
40003001005	40003001	Иоанн				
40003001006	40003001	Креститель	y			
40003001007	40003001	,		y		
40003001008	40003001	и				
40003001009	40003001	проповедует				
40003001010	40003001	в				
40003001011	40003001	пустыне				
40003001012	40003001	Иудейской	y			
40003001013	40003001	,		y		
40003002001	40003002	и				
40003002002	40003002	говорит	y			
40003002003	40003002	:		y		
40003002004	40003002	покайтесь	y			
40003002005	40003002	,		y		
40003002006	40003002	ибо				
40003002007	40003002	приблизилось				
40003002008	40003002	Царство				
40003002009	40003002	Небесное	y			
40003002010	40003002	.		y		
40003003001	40003003	Ибо				
40003003002	40003003	он				
40003003003	40003003	тот	y			
40003003004	40003003	,		y		
40003003005	40003003	о				
40003003006	40003003	котором				
40003003007	40003003	сказал				
40003003008	40003003	пророк				
40003003009	40003003	Исаия	y			
40003003010	40003003	:		y		
40003003011	40003003	«	y	y		
40003003012	40003003	глас				
